6;7;5*x1^3 + x1^2*x2 + x1^2*x3 + 3*x1^2*x4 + 6*x1^2*x6 + 2*x1*x2^2 + x1*x2*x4 + 2*x1*x2*x6 + 2*x1*x3^2 + x1*x3*x5 + 5*x1*x4^2 + 2*x1*x4*x5 + 4*x1*x4*x6 + 6*x1*x5^2 + 3*x1*x5*x6 + 5*x1*x6^2 + 5*x2^3 + x2^2*x4 + 5*x2^2*x5 + x2^2*x6 + 2*x2*x3*x4 + x2*x3*x5 + 4*x2*x3*x6 + x2*x4^2 + x2*x4*x5 + x2*x4*x6 + 3*x2*x5^2 + 4*x2*x5*x6 + 4*x2*x6^2 + 3*x3^2*x4 + 5*x3^2*x5 + 2*x3^2*x6 + 5*x3*x4^2 + x3*x4*x5 + 6*x3*x5^2 + x3*x5*x6 + x3*x6^2 + 6*x4^3 + 3*x4^2*x5 + 5*x4^2*x6 + 3*x4*x5^2 + 5*x4*x5*x6 + x4*x6^2 + x5^3 + 3*x5^2*x6 + x5*x6^2 + x6^3;ZZringElem[-15286700631942576193765185769276826401, -267405841958179175401140275847408042, 8185893121168750267381845179002287, 111372695526105445814718982027242, -1515274769062659126730870503772, -15461987439414889048274188814, -157775382034845806615042743, 3219905755813179726837607, 131424724727068560279086, -4023205858991894702421, -136843736700404581715, 0, 56994475926865715, 697891541961621, -9495123019886, -96889010407, 1977326743, 80707214, 3294172, -100842, -3087, 42, 1]
6;7;3*x1^3 + 5*x1^2*x3 + 4*x1^2*x4 + 4*x1^2*x6 + 3*x1*x2^2 + x1*x2*x3 + 6*x1*x2*x5 + 6*x1*x2*x6 + 4*x1*x3^2 + x1*x3*x4 + x1*x3*x5 + 5*x1*x4^2 + x1*x4*x6 + 6*x1*x5^2 + 3*x1*x5*x6 + 3*x1*x6^2 + 2*x2^3 + 3*x2^2*x3 + 4*x2^2*x6 + 5*x2*x3^2 + 6*x2*x3*x4 + 2*x2*x3*x5 + 5*x2*x3*x6 + 6*x2*x4^2 + 3*x2*x4*x6 + 6*x2*x5*x6 + 3*x2*x6^2 + x3^3 + 6*x3^2*x4 + 6*x3^2*x5 + 3*x3*x4^2 + 4*x3*x4*x6 + x3*x5^2 + 2*x3*x6^2 + x4^2*x5 + 4*x4^2*x6 + 3*x4*x5^2 + 3*x4*x6^2 + 4*x5^3 + 5*x5^2*x6 + 4*x6^3;ZZRingElem[]
6;7; 3*x1^3 + 5*x1^2*x3 + 2*x1^2*x6 + 3*x1*x2^2 + 5*x1*x2*x3 + 4*x1*x2*x4 + 3*x1*x2*x5 + 3*x1*x2*x6 + 5*x1*x3*x4 + 3*x1*x3*x6 + 3*x1*x4^2 + 5*x1*x4*x5 + 6*x1*x4*x6 + 3*x1*x5^2 + 5*x1*x5*x6 + 3*x1*x6^2 + 5*x2^3 + 3*x2^2*x3 + 5*x2^2*x4 + 3*x2^2*x6 + 3*x2*x3^2 + 6*x2*x3*x4 + x2*x3*x5 + x2*x3*x6 + 5*x2*x4*x5 + 2*x2*x4*x6 + 4*x2*x5^2 + 2*x2*x5*x6 + 6*x2*x6^2 + 4*x3^3 + 5*x3^2*x4 + x3^2*x5 + 6*x3^2*x6 + 2*x3*x4^2 + 2*x3*x4*x5 + 3*x3*x4*x6 + x3*x5^2 + 2*x3*x5*x6 + 2*x3*x6^2 + 4*x4^3 + 6*x4*x5^2 + 4*x4*x6^2 + 5*x5^3 + 4*x5^2*x6 + 3*x6^3;ZZRingElem[]
6;7; x1^3 + 6*x1^2*x2 + 6*x1^2*x3 + 3*x1^2*x4 + 4*x1^2*x6 + 5*x1*x2^2 + 5*x1*x2*x3 + x1*x2*x4 + 6*x1*x2*x5 + 2*x1*x3*x4 + 3*x1*x3*x5 + 4*x1*x3*x6 + x1*x4^2 + x1*x4*x5 + 6*x1*x4*x6 + 6*x1*x5^2 + x1*x6^2 + 6*x2^3 + 5*x2^2*x3 + 6*x2^2*x4 + 3*x2^2*x5 + 3*x2^2*x6 + 3*x2*x3^2 + 5*x2*x3*x4 + 3*x2*x3*x6 + 6*x2*x4^2 + 4*x2*x4*x5 + 6*x2*x5^2 + 4*x2*x5*x6 + 4*x2*x6^2 + 4*x3^3 + 2*x3^2*x4 + 4*x3^2*x5 + x3^2*x6 + x3*x4*x5 + 3*x3*x5^2 + 2*x3*x5*x6 + 6*x3*x6^2 + 5*x4^3 + 5*x4^2*x5 + 2*x4*x5^2 + x4*x5*x6 + x4*x6^2 + 6*x5^3 + 2*x5^2*x6 + 2*x5*x6^2;ZZRingElem[]
6;7; 2*x1^3 + 4*x1^2*x2 + 5*x1^2*x3 + x1^2*x4 + 2*x1^2*x5 + 4*x1*x2^2 + x1*x2*x3 + 3*x1*x2*x4 + 3*x1*x2*x5 + 3*x1*x2*x6 + 2*x1*x3^2 + 2*x1*x3*x4 + 2*x1*x3*x5 + 6*x1*x3*x6 + 5*x1*x4^2 + x1*x4*x5 + 4*x1*x5^2 + x1*x5*x6 + 2*x1*x6^2 + 3*x2^3 + 6*x2^2*x3 + 2*x2^2*x4 + x2^2*x5 + 4*x2^2*x6 + 4*x2*x3^2 + 6*x2*x3*x4 + 2*x2*x3*x5 + 4*x2*x3*x6 + 3*x2*x4*x5 + x2*x4*x6 + 5*x2*x5^2 + 4*x2*x5*x6 + 2*x2*x6^2 + 4*x3^2*x4 + x3^2*x5 + 6*x3^2*x6 + 2*x3*x4^2 + 6*x3*x4*x5 + 6*x3*x4*x6 + 4*x3*x5^2 + 4*x3*x5*x6 + x4^3 + 6*x4^2*x6 + 5*x4*x5^2 + 2*x4*x5*x6 + x4*x6^2 + 5*x5^3 + 6*x5*x6^2 + 6*x6^3;ZZRingElem[]
6;7; 6*x1^3 + 3*x1^2*x2 + x1^2*x4 + 5*x1^2*x5 + 4*x1^2*x6 + 2*x1*x2*x4 + x1*x2*x5 + 3*x1*x3^2 + 2*x1*x3*x4 + 4*x1*x3*x5 + 4*x1*x3*x6 + 6*x1*x4^2 + 3*x1*x4*x5 + 4*x1*x4*x6 + 5*x1*x5^2 + x1*x6^2 + x2^3 + 4*x2^2*x3 + 6*x2^2*x4 + 4*x2^2*x5 + 5*x2^2*x6 + 3*x2*x3*x4 + x2*x3*x5 + 6*x2*x3*x6 + 4*x2*x4^2 + 5*x2*x4*x5 + 6*x2*x4*x6 + x2*x5^2 + 6*x2*x5*x6 + 3*x2*x6^2 + x3^3 + 2*x3^2*x5 + 2*x3^2*x6 + x3*x4^2 + 5*x3*x4*x5 + 4*x3*x4*x6 + 5*x3*x5^2 + 3*x3*x5*x6 + 3*x3*x6^2 + 5*x4^2*x5 + 6*x4^2*x6 + 2*x4*x5^2 + x4*x5*x6 + 2*x5^3 + 3*x5^2*x6 + 5*x5*x6^2 + 6*x6^3;ZZRingElem[]
6;7; 5*x1^3 + 4*x1^2*x2 + 5*x1^2*x3 + 6*x1^2*x4 + 5*x1^2*x5 + 6*x1^2*x6 + x1*x2^2 + 5*x1*x2*x4 + x1*x2*x5 + 4*x1*x2*x6 + 2*x1*x3^2 + 5*x1*x3*x4 + 2*x1*x3*x5 + x1*x3*x6 + x1*x4^2 + 2*x1*x4*x5 + 2*x1*x4*x6 + 5*x1*x5^2 + 5*x1*x6^2 + 2*x2^3 + 2*x2^2*x3 + 2*x2^2*x5 + 3*x2^2*x6 + x2*x3^2 + 3*x2*x3*x4 + 3*x2*x3*x5 + x2*x3*x6 + 3*x2*x4^2 + x2*x4*x5 + 2*x2*x4*x6 + x2*x5^2 + x2*x5*x6 + 5*x2*x6^2 + x3^3 + x3^2*x4 + 4*x3^2*x6 + x3*x4^2 + 3*x3*x4*x5 + 2*x3*x4*x6 + 3*x3*x5^2 + 6*x3*x5*x6 + 6*x3*x6^2 + 5*x4^3 + 6*x4^2*x5 + 4*x4^2*x6 + 4*x4*x5^2 + 3*x4*x6^2 + 6*x5^3 + 4*x5*x6^2 + 3*x6^3;ZZRingElem[]
6;7; 6*x1^3 + 4*x1^2*x2 + x1^2*x3 + 6*x1^2*x4 + 3*x1^2*x5 + 5*x1^2*x6 + 2*x1*x2^2 + 4*x1*x2*x3 + 3*x1*x2*x4 + 6*x1*x2*x5 + 6*x1*x3^2 + 4*x1*x3*x4 + 5*x1*x3*x5 + 6*x1*x3*x6 + 4*x1*x4*x5 + 4*x1*x4*x6 + 5*x1*x5^2 + 3*x1*x5*x6 + 5*x1*x6^2 + 4*x2^3 + 2*x2^2*x3 + 3*x2^2*x4 + 5*x2^2*x5 + x2^2*x6 + 6*x2*x3^2 + 3*x2*x3*x4 + 2*x2*x3*x5 + 4*x2*x4^2 + 4*x2*x4*x5 + 5*x2*x4*x6 + 2*x2*x5^2 + x2*x5*x6 + 4*x2*x6^2 + x3^3 + 6*x3^2*x4 + x3^2*x5 + 5*x3^2*x6 + x3*x4^2 + 4*x3*x4*x5 + 5*x3*x4*x6 + 4*x3*x5^2 + 2*x3*x5*x6 + 4*x3*x6^2 + 2*x4^3 + x4^2*x5 + 3*x4^2*x6 + 6*x4*x5^2 + 5*x4*x5*x6 + x5^3 + 3*x5^2*x6 + x5*x6^2 + 5*x6^3;ZZRingElem[]
6;7; x1^3 + 2*x1^2*x2 + 5*x1^2*x3 + 6*x1^2*x4 + 4*x1^2*x5 + x1^2*x6 + 6*x1*x2^2 + 5*x1*x2*x3 + x1*x2*x4 + 6*x1*x2*x6 + 3*x1*x3^2 + 2*x1*x3*x4 + 4*x1*x3*x5 + 6*x1*x3*x6 + 5*x1*x4^2 + 2*x1*x4*x5 + 2*x1*x4*x6 + 2*x1*x5^2 + 5*x1*x5*x6 + 2*x1*x6^2 + 3*x2^3 + x2^2*x3 + 3*x2^2*x4 + 2*x2^2*x5 + 4*x2^2*x6 + 4*x2*x3*x4 + 4*x2*x3*x5 + 3*x2*x3*x6 + 6*x2*x4^2 + 2*x2*x4*x5 + 2*x2*x4*x6 + 2*x2*x5^2 + 2*x2*x6^2 + 2*x3^3 + 5*x3^2*x4 + x3^2*x5 + 5*x3^2*x6 + x3*x4^2 + 4*x3*x4*x6 + 2*x3*x5^2 + 6*x3*x6^2 + 3*x4^3 + x4^2*x5 + x4^2*x6 + 3*x4*x5*x6 + 5*x4*x6^2 + 4*x5^2*x6 + 6*x5*x6^2 + 4*x6^3;ZZRingElem[]
6;7; x1^3 + x1^2*x3 + 2*x1^2*x4 + 6*x1^2*x5 + 2*x1^2*x6 + 6*x1*x2*x3 + x1*x2*x4 + 4*x1*x2*x5 + 5*x1*x3^2 + 6*x1*x3*x4 + 3*x1*x4^2 + 6*x1*x4*x5 + x1*x4*x6 + 5*x1*x5^2 + 2*x1*x5*x6 + 3*x1*x6^2 + 3*x2^3 + 6*x2^2*x3 + x2^2*x4 + 6*x2^2*x5 + 3*x2^2*x6 + 4*x2*x3^2 + 3*x2*x3*x4 + 4*x2*x3*x5 + x2*x3*x6 + 3*x2*x4^2 + 2*x2*x4*x5 + 3*x2*x4*x6 + 2*x2*x5^2 + x2*x6^2 + 5*x3^3 + 4*x3^2*x5 + 5*x3^2*x6 + 4*x3*x4^2 + 6*x3*x4*x5 + 5*x3*x5^2 + 2*x3*x5*x6 + 2*x3*x6^2 + 5*x4^3 + 2*x4^2*x5 + 4*x4^2*x6 + 3*x4*x5^2 + 2*x4*x5*x6 + 2*x4*x6^2 + 6*x5^3 + 6*x5^2*x6 + 6*x5*x6^2;ZZRingElem[]
